pm10,pm25,pm1,humi,temp,hcho,co,no2,rn,voc,co2,tab
115.6,103.7,99.9,46.8,21.8,442.07,1.14,7.53,1.5,1479.6,1992,0
119.5,107.3,103.8,46.7,21.8,445.11,1.14,8.27,1.5,1498.3,1992,0
119.5,107.3,103.8,45.7,21.7,437.81,1.15,4.69,1.5,1483.9,1991,0
117.4,105.3,101.9,45.3,21.7,435.17,1.16,2.76,1.5,1444.3,1991,0
118.2,106,102.8,44.5,21.7,436.39,1.16,2.27,1.5,1419.2,1991,0
127.7,114.5,112.5,45,21.7,437.63,1.18,0,1.6,1387.9,1991,0
126.7,113.8,110.6,45.8,21.7,456.08,1.18,6.25,1.6,1429.6,1991,0
126.7,113.8,110.6,46.2,21.7,467.45,1.18,7.12,1.6,1475,1991,0
135.6,121.8,117.4,45.7,21.8,464.6,1.19,5.32,1.6,1484.9,1993,0
135.6,121.8,118.3,46.2,21.7,464.41,1.22,3.7,1.6,1472.9,1995,0
129.4,115.8,111.6,46.6,21.6,475.79,1.21,6.86,1.6,1497.3,2003,0
132.6,119.1,114.5,45.6,21.7,469.71,1.22,2.59,1.6,1498.8,2006,0
137,123,119.3,46,21.7,470.91,1.23,1.93,1.6,1471.1,2013,0
138.5,124.4,121.3,46.6,21.7,481.9,1.22,6.46,1.6,1501.6,2015,0
138.5,124.4,121.3,46.5,21.6,488.58,1.23,6.66,1.6,1518.2,2015,0
130.5,116.9,113.5,45.9,21.8,473.74,1.24,5.16,1.6,1503,2017,0
132,118.2,115.4,45.7,21.7,465.43,1.22,6.23,1.6,1487.9,2015,0
127.3,114.2,109.6,45.5,21.8,454.08,1.21,6.28,1.6,1471.8,2011,0
125.3,112.1,107.7,44.9,21.8,445.75,1.22,7.29,1.6,1461.8,2006,0
125.8,112.6,108.6,45.3,21.9,438.85,1.21,4.94,1.6,1436.9,1998,0
129.1,115.6,110.6,45.3,21.9,440.87,1.21,7.72,1.6,1451.8,1975,0
124.2,111.6,108.6,45.1,21.9,417.53,1.18,8.03,1.6,1423.2,1961,0
124.2,111.6,108.6,44.9,21.9,398.46,1.15,9.55,1.6,1424.8,1961,0
22.6,18.4,17.5,51.7,17,85.77,0,99.64,0,5393.5,561,0
24.1,18.3,17.5,51.5,17,85.93,0,22.26,0,4677.8,561,0
23.1,18.6,17.5,51.3,17.1,87.13,0,20.02,0,1614.3,571,0
23.1,18.6,17.5,51.1,17.2,88.94,0.23,19.26,0,401.8,571,553
20.8,17.3,16.5,50.9,17.4,89.51,0.32,19.46,0,357.7,581,553
19.7,16.7,15.5,50.8,17.5,89.46,0.3,19.96,0,337.7,580,440
28,21.3,20.4,50.5,17.6,89.42,0.29,21.08,0,322.5,580,126
28,21.3,20.4,50.2,17.8,87.51,0.29,20.31,0,1208.4,580,946
28,21.3,20.4,49.9,18,86.85,0.28,21.49,0,1971.5,580,946
24.3,19.3,18.3,49.4,18.1,86.8,0.28,21.19,0,1915.3,635,946
25.6,18.9,18.4,49.1,18.2,86.76,0.28,22,0,1849.8,639,946
23.3,19.2,18.4,48.8,18.4,87.76,0.28,21.76,0,1796.4,628,673
23.3,19.2,18.4,48.4,18.5,89.57,0.27,21.91,0,1754.5,628,673
23.3,19.2,18.4,48.2,18.5,90.56,0.27,21.98,0,1726.3,628,720
23.4,18.9,17.5,48.6,18.7,75.06,0.22,18.95,1,1413.6,628,720
23.4,18.9,17.5,48.4,18.9,90.7,0.26,24.57,1,1704,628,760
25.5,20.7,19.4,48,19.1,91.08,0.26,23.08,1,1692.4,611,760
24.4,19,17.5,47.5,19.2,75.39,0.21,18.52,1,1380.4,624,866
28.8,20,18.4,47.1,19.3,77.42,0.22,18.34,1,1346.4,630,866
23.5,19,18.4,46.9,19.4,95.7,0.26,21.5,1,1593.8,636,73
23.3,18.8,17.5,46.5,19.5,96.9,0.26,21.19,1,1570.5,652,753
23.3,18.9,17.5,46.3,19.6,97.89,0.26,20.55,1,1527.2,655,753
23.5,18.5,17.5,46.2,19.6,100.92,0.26,20.33,1,1499.5,655,753
20.8,17.8,17.5,45.8,19.8,101.5,0.25,19.84,1,1477.6,660,753
22.3,17.8,16.5,45.6,20,102.29,0.25,19.49,0.6,1453.5,662,773
24.4,18.3,17.5,45.5,20,105.12,0.25,19.62,0.6,1437,668,773
24.4,18.3,17.5,45.3,20.2,106.93,0.24,19.2,0.6,1417.8,668,593
22,17.8,16.5,45.2,20.1,108.12,0.24,18.5,0.6,1401.5,671,593
21.3,17.7,16.5,45,20.3,107.88,0.24,19.1,0.6,1393.4,671,673
20.9,17.7,16.5,45,20.3,110.31,0.24,17.52,0.6,1378.6,673,673
22.5,17.3,16.5,44.7,20.5,114.37,0.23,17.69,0.6,1364.3,677,733
21.2,17.7,16.5,44.5,20.6,114.74,0.23,16.65,0.6,1348.5,679,733
21.9,17.1,16.5,44.6,20.6,116.75,0.22,17.03,0.6,1341.2,685,700
20.5,16.2,15.5,44.6,20.8,118.96,0.22,16.35,0.6,1337.5,687,93
21.6,16.8,15.5,44.6,20.8,119.13,0.22,16.96,0.6,1331.4,689,586
20.2,16.8,15.5,44.4,21,120.12,0.22,17.18,0.3,1329.9,693,113
20.8,16.3,15.5,44.4,21,121.51,0.22,16.19,0.3,1322.6,697,753
20.8,16.3,15.5,44.4,21.1,123.93,0.22,16.67,0.3,1316.4,702,753
22.1,16,15.5,44.4,21.2,125.12,0.23,16.26,0.3,1310.2,702,753
22.8,15.8,14.6,44.4,21.2,126.32,0.22,15.56,0.3,1298.3,713,700
22.1,14.6,13.6,44.5,21.2,128.12,0.22,15.57,0.3,1298.2,724,700
22.1,14.6,13.6,44.5,21.2,129.92,0.21,15.47,0.3,1295.6,730,766
22.1,14.6,13.6,44.5,21.4,130.08,0.21,14.94,0.3,1291.7,730,766
22.2,14.7,13.6,44.6,21.5,131.88,0.22,15.4,0.3,1293.1,737,760
20.6,14.6,13.6,44.6,21.5,132.26,0.21,14.52,0.6,1295.3,753,760
20,14.2,13.6,44.6,21.7,132.63,0.22,14.47,0.6,1292.7,770,686
20.5,14.4,13.6,44.5,21.6,134.63,0.22,14.57,0.6,1286.6,788,686
19.7,14.2,13.6,45,21.6,136.23,0.22,15,0.6,1284,797,660
26.2,14.5,13.6,44.8,21.7,139.86,0.21,15.11,0.6,1297.4,813,660
20.8,13.4,12.6,44.5,21.8,139.42,0.2,13.87,0.6,1287.2,831,673
23.4,14.1,13.6,44.3,21.9,138.16,0.2,12.56,0.6,1261.1,840,673
22,14,13.6,44.4,22,140.17,0.22,12.84,0.6,1246.1,855,693
22.7,14,12.6,44.4,22,140.54,0.21,13.63,0.6,1247.5,860,693
19.2,13.7,12.6,44.3,22,142.14,0.21,12.84,0.6,1246.6,865,693
19.2,13.7,12.6,44.4,22.1,143.73,0.21,11.78,0.6,1240.8,869,720
21.5,12.6,11.6,44.4,22,145.33,0.21,12.26,0.5,1239.2,873,53
20.4,13,12.6,44.5,22.2,146.52,0.2,12.33,0.5,1236.2,881,620
21.7,13.6,12.6,44.6,22.2,146.49,0.21,13.24,0.5,1242.1,892,620
24.9,13.1,12.6,44.6,22.3,146.46,0.21,11.67,0.5,1234.7,895,586
23.9,13.2,12.6,44.6,22.3,146.43,0.21,12.39,0.5,1235.2,898,586
21.6,12.8,11.6,44.8,22.3,147.41,0.2,11.85,0.5,1234.5,905,520
21.6,12.8,11.6,44.7,22.4,148.8,0.21,12.46,0.5,1239.8,905,520
23.6,13,12.6,44.5,22.4,147.96,0.21,11.31,0.5,1236.3,915,613
24.2,12.8,11.6,44.5,22.5,147.12,0.21,11.36,0.5,1222.6,920,613
24.2,12.8,11.6,44.7,22.5,148.72,0.21,11.06,0.6,1220.6,929,613
19.3,12.5,11.6,44.6,22.6,150.93,0.21,11.47,0.6,1226.3,932,700
19.3,12.5,11.6,44.7,22.6,151.71,0.22,11.56,0.6,1226.7,932,546
19.3,12.5,11.6,44.7,22.6,151.71,0.22,11.56,0.6,1226.7,932,546
19.3,12.5,11.6,44.7,22.6,151.71,0.22,11.56,0.6,1226.7,932,546
17.6,12.6,11.6,44.9,22.7,151.28,0.21,11.65,0.6,1225.6,940,546
21.5,12.3,11.7,45.1,22.6,154.91,0.21,11.87,0.6,1236.9,949,660
26.6,13.1,12.6,46.2,22.8,157.32,0.21,14.03,0.6,1266.3,963,660
22,12.1,11.6,45.5,22.7,152.22,0.21,12.37,0.6,1284.8,969,620
20,12.2,11.6,44.7,22.8,151.99,0.22,11.34,0.6,1268,994,620
20,12.2,11.6,44.3,22.9,147.3,0.22,9.26,0.6,1221.4,994,620
29.8,22.5,21.3,41.6,21.9,73.87,0.18,8.06,0.6,731.9,635,0
27.4,22.5,21.3,41.2,21.9,70.43,0.17,8.89,0.6,728.7,618,0
27.6,21.6,21.3,41.7,21.9,66.37,0.17,8.42,0.6,738.2,618,0
27.8,21.1,20.4,41.7,21.8,66.97,0.17,9.22,0.6,741,618,0
28.9,21.4,20.4,41.4,21.9,71.44,0.16,10.01,0.6,773.4,608,0
29.7,20.4,19.4,41.5,21.9,72.25,0.18,10,0.6,790.5,604,0
27.1,20.5,19.4,41.6,21.9,78.33,0.19,9.61,0.6,803.7,598,0
25.6,19.2,18.4,41.4,21.8,73.66,0.18,9.69,0.6,796.7,599,0
25.1,19.7,18.4,41.4,22.1,69.8,0.22,11.05,0.6,816.5,601,0
25.1,19.7,18.4,41.3,22,85.63,0.37,11.91,0.6,843.5,601,0
25.1,19.7,18.4,41.6,22.1,111.8,0.64,15.94,0.6,900.8,601,0
451.5,412.7,403.4,42,22.1,142.02,0.96,20.57,0.6,976.9,607,0
437.1,399.2,382.9,43.1,22.1,149.31,1.04,19.56,0.6,999.5,616,0
398.9,363,357.8,42.7,22.1,162.7,1.12,19.29,0.6,1058.7,644,0
367.8,334.3,325.1,42,22.1,150.1,1.05,16.59,0.6,1010.9,677,0
364.1,330.9,323.6,42,22.3,146.03,0.99,17.43,0.6,970.5,688,0
364.1,330.9,323.6,41.8,22.3,145,0.98,18.78,0.6,955.3,688,0
301,274.8,268.9,41.9,22.3,140.32,0.89,17.2,0.6,943.4,711,0
301,274.8,268.9,42.3,22.4,138.9,0.83,18.36,0.6,949.5,711,0
255.3,233.2,227.1,41.9,22.5,133.81,0.76,17.31,0.6,949.5,723,0
231.4,211.6,208.8,41.9,22.6,128.33,0.72,15.59,0.6,926.4,748,0
306.4,280.3,276.5,42.3,22.6,137.44,0.75,16.29,0.6,947.1,761,0
275.7,252.7,248.3,42.1,22.6,146.74,0.83,16.12,0.6,971.3,771,0
334.6,305.3,300,42,22.7,151.8,0.89,15.79,0.6,971.5,788,0
340.8,310.7,301.6,42.3,22.7,157.05,0.94,15.44,0.3,967.9,797,0
340.8,310.7,301.6,42.4,22.7,158.66,0.92,16.57,0.3,980.8,806,0
316.3,288.9,281,42.2,22.7,156.81,0.9,16.01,0.3,974.1,827,0
444.6,407.6,380.6,42.4,22.7,159.03,0.91,15.69,0.3,972.8,837,0
444,407.1,400.4,42.8,22.8,187.56,1.25,15.87,0.3,1041.7,848,0
444,407.1,400.4,42.3,22.8,190.79,1.29,13.77,0.3,1040.8,858,0
346.7,316.8,310.7,42.4,22.8,190.57,1.16,12.91,0.3,1012.1,869,0
316.6,290,283.3,42.7,22.9,186.72,1.04,13.85,0.3,1003.5,878,0
300.2,275.3,268.1,43,22.9,179.41,0.97,13.43,0.3,1021.4,886,0
300.2,275.3,268.1,42.6,22.8,174.13,0.94,13.02,0.3,1031.4,901,0
286.1,262.6,256,43,22.9,178.16,0.92,13.09,0.6,1023.5,907,0
286.1,262.6,256,43.2,22.9,171.87,0.89,12.73,0.6,1027.6,907,0
251.8,231.4,226.3,43.4,22.9,169.02,0.88,13.21,0.6,1042.7,912,0
258.9,238.3,232.4,43.1,23,167.6,0.87,12.71,0.6,1052.8,922,0
258.9,238.3,232.4,43.2,23,170.02,0.85,11.97,0.6,1057.7,922,0
258.9,238.3,232.4,43.1,23,168.99,0.85,12.53,0.6,1061.7,922,0
229.8,211.6,207.3,42.8,23,169.79,0.83,10.52,0.6,1040.4,928,0
233.5,215.1,209.6,43.3,23,172.01,0.84,10.15,0.6,1040.3,936,0
217.8,200.6,196.7,43.1,23,172.01,0.83,11.72,0.6,1055.2,940,0
227.3,209.4,204.3,43.4,23.1,168.76,0.83,11.67,0.6,1062.9,944,0
214.9,198,193.6,43.3,23.1,171.57,0.84,11.41,0.5,1067.6,948,0
214.9,198,193.6,43.4,23,171.97,0.83,10.5,0.5,1056.1,948,0
364.1,333.5,328.9,43.5,23.1,178.84,0.9,10.85,0.5,1063.1,954,0
411.6,376.8,357.8,43.2,23.1,199.48,1.21,10.03,0.5,1105,960,0
574.3,527.6,513.7,43.3,23.1,233.45,1.73,8.99,0.5,1155.3,960,0
412.3,377.1,368.5,43.4,23.1,249.62,1.74,8.82,0.5,1162,967,0
359.3,328.7,322.1,43.4,23.1,242.71,1.62,8.77,0.5,1154.8,975,0
332.2,304.4,297.8,43.8,23.2,234.81,1.48,8.93,0.5,1152.3,984,0
332.2,304.4,297.8,43.9,23.2,226.93,1.36,8.06,0.5,1159,984,0
332.2,304.4,297.8,43.5,23.3,218.41,1.28,7.62,0.5,1145,984,0
287.6,264.7,259,43,23.3,215.38,1.23,6.6,0.4,1132,995,0
287.6,264.7,259,43.4,23.3,211.11,1.19,6.03,0.4,1121.2,995,0
282.2,259.9,253.7,43.2,23.3,211.3,1.17,6.38,0.4,1138.7,1006,0
282.2,259.9,253.7,43.4,23.3,213.12,1.14,6.24,0.4,1143,1006,0
312.6,287.3,277.2,43.5,23.3,212.09,1.16,7.73,0.4,1166.5,1027,0
318.1,292.3,285.6,43.8,23.3,221.18,1.23,6.76,0.4,1196.5,1037,0
392.3,359.4,349.5,43.4,23.3,230.86,1.37,7.43,0.4,1236.3,1047,0
355.4,326,319.1,43.3,23.3,237.52,1.54,4.65,0.4,1231.9,1076,0
331.3,304.2,297,43.1,23.3,236.3,1.5,5.74,0.4,1217.1,1093,0
331.3,304.2,297,43.4,23.4,235.27,1.44,5.28,0.4,1227.3,1093,0
308.9,284.2,277.2,43.4,23.3,232.83,1.37,5.02,0.5,1236,1102,0
308.9,284.2,277.2,43.8,23.3,231.02,1.34,5.12,0.5,1235.7,1110,0
308.9,284.2,277.2,43.9,23.4,227.77,1.31,4.86,0.5,1241.6,1110,0
308.9,284.2,277.2,44.1,23.5,225.54,1.29,6.74,0.5,1244.7,1110,0
283.8,261.5,254.4,43.3,23.4,223.31,1.27,4.64,0.5,1229.5,1125,0
287.5,265.1,258.2,43.6,23.4,224.31,1.26,4.95,0.5,1219.7,1132,0
270.5,249.6,244.5,44,23.4,226.12,1.25,5.22,0.5,1233.8,1146,0
267.5,246.9,240.7,44.1,23.5,223.88,1.24,5.55,0.5,1248.7,1146,0
267.5,246.9,240.7,44.2,23.4,221.86,1.23,5.27,0.5,1256.8,1146,0
259.7,239.5,234.7,44.1,23.5,221.85,1.21,5.71,0.5,1271,1152,0
259.7,239.5,234.7,43.1,23.6,219.2,1.21,4.35,0.5,1256.5,1152,0
259.7,239.5,234.7,43.5,23.7,223.84,1.24,4.11,0.5,1246.5,1159,0
259.7,239.5,234.7,43.9,23.5,236.37,1.38,3.79,0.5,1280.4,1159,0
538.6,495.6,476.4,44.1,23.5,267.06,1.86,3.89,0.5,1351.9,1175,0
443.7,407.3,398.1,44.1,23.6,284.41,2.08,3.98,0.5,1371.7,1191,0
443.7,407.3,398.1,44.3,23.6,273.91,1.91,4.18,0.5,1356.7,1199,0
361.5,331,322.9,43.3,23.5,264.4,1.76,0.3,0.5,1309.9,1207,0
361.5,331,322.9,43.4,23.5,259.35,1.65,0,0.5,1262.9,1207,0
329.3,302.4,294.7,43.9,23.6,256.91,1.57,2.52,0.5,1271,1223,0
329.3,302.4,294.7,43.8,23.6,255.28,1.53,3.75,0.5,1294.1,1223,0
320.7,294.8,287.9,44.2,23.6,250.44,1.49,2.3,0.6,1305.3,1229,0
312.5,287.3,281,43.9,23.6,247.59,1.46,2.05,0.6,1295.2,1229,0
288,265.1,259.8,43.5,23.6,245.58,1.43,2.43,0.6,1293.7,1237,0
293.2,270.2,263.6,43.6,23.7,242.93,1.41,0.44,0.6,1263,1245,0
293.2,270.2,263.6,43.5,23.7,244.74,1.41,3.13,0.6,1277,1245,0
284.2,261.8,253.7,43.6,23.7,246.55,1.39,2.95,0.6,1294.9,1249,0
271.8,250.6,243,44.3,23.6,245.34,1.37,2.5,0.6,1296.9,1259,0
269.8,249.1,243,44.6,23.6,241.07,1.35,3.56,0.6,1307.7,1261,0
263.6,243.2,236.9,43.5,23.7,237.44,1.35,2.87,0.6,1314.8,1267,0
261.1,241.1,234.7,43.2,23.7,238.03,1.34,0.38,0.6,1268.8,1271,0
267.6,246.9,238.5,43.8,23.7,240.04,1.31,0.7,0.5,1257.8,1275,0
267.6,246.9,238.5,43.5,23.7,240.84,1.34,1.46,0.5,1280.5,1275,0
358.3,328.5,316.8,44.3,23.8,256.58,1.47,2.06,0.5,1307,1280,0
465.1,427.9,411.8,44.4,23.7,272.11,1.74,2.63,0.5,1358.6,1283,0
446.6,410.2,398.1,44.6,23.8,302.38,2.13,2.19,0.5,1429.3,1286,0
444,407.6,398.1,44,23.7,304.38,2.32,0,0.5,1437.8,1290,0
444,407.6,398.1,44.1,23.8,299.75,2.13,0,0.5,1383.3,1290,0
444,407.6,398.1,44,23.8,291.45,1.93,0,0.5,1383.7,1290,0
355,325.6,318.3,44.5,23.7,284.8,1.84,0.58,0.5,1364,1295,0
341,313.5,306.1,44.9,23.8,278.53,1.76,1.31,0.5,1378.9,1315,0
341,313.5,306.1,44,23.7,272.67,1.7,0,0.5,1363,1315,0
341,313.5,306.1,44.4,23.8,266.99,1.66,0,0.5,1318.4,1315,0
320.9,295.1,288.6,44,23.8,264.78,1.62,0.36,0.5,1312,1320,0
311.9,287.2,279.5,44.1,23.8,265.37,1.6,0,0.5,1323.6,1333,0
309.3,285,278,43.7,23.8,263.34,1.57,0,0.5,1321.1,1333,0
302.8,279.2,273.4,44.5,24,261.72,1.56,0,0.5,1312.2,1340,0
301.3,278,271.9,43.9,23.9,258.89,1.55,1.58,0.5,1328.2,1340,0
287.4,265.1,257.5,43.9,23.8,256.26,1.53,0,0.5,1286.3,1351,0
287.4,265.1,257.5,44.1,23.9,262.1,1.59,0.43,0.5,1303.6,1356,0
417.5,382.2,372.3,43.4,23.8,278.24,1.75,0,0.5,1340.7,1356,0
419.2,384,374.6,44.5,23.9,285.29,1.87,0.43,0.7,1346,1356,0
396.5,362.5,354.8,44.7,23.9,284.48,1.91,0.75,0.7,1382.2,1357,0
381.6,349.4,341.9,44.6,23.8,281.66,1.86,0,0.7,1379.7,1357,0
381.6,349.4,341.9,44,23.9,276,1.81,0,0.7,1324.9,1357,0
340.9,312.8,304.6,44.2,23.8,273.16,1.76,0,0.7,1321.1,1357,0
334,306.9,298.5,44.1,23.9,275.79,1.71,0,0.7,1344.1,1362,0
334,306.9,298.5,44.5,24,271.34,1.67,0,0.7,1331,1362,0
320,294.5,286.4,44.5,23.9,269.3,1.64,0,0.7,1332.2,1368,0
317.7,292.3,286.4,44.4,23.9,267.08,1.62,0,0.7,1337,1371,0
305.7,281.8,273.4,43.6,23.8,260,1.6,0,0.7,1319.8,1371,0
305.7,281.8,273.4,44.5,23.9,260,1.62,0,1.1,1283,1373,0
390.5,358,347.2,44.3,23.8,272.71,1.72,0,1.1,1333.1,1378,0
390.3,357.9,346.4,44.2,23.9,280.37,1.83,0,1.1,1355.2,1381,0
376.3,344.5,337.3,44.9,23.9,283.98,1.9,0,1.1,1360.8,1389,0
353.4,324.4,316,44.4,23.9,278.95,1.86,0,1.1,1378.9,1395,0
339.6,312.1,305.4,43.8,23.9,275.91,1.79,0,1.1,1347.2,1400,0
320.7,295,287.1,44.2,24,271.47,1.75,0,1.1,1331,1402,0
320.7,295,287.1,44.6,23.9,274.69,1.71,0,1.1,1352.7,1402,0
298.2,274.5,268.1,44.2,23.9,260.16,1.63,0,1.1,1323.2,1403,0
286.1,264,257.5,44.4,23.8,251.9,1.56,0,1.1,1310.1,1400,0
277.9,256.6,249.9,44,23.9,250.89,1.53,0,0.8,1292.8,1395,0
272.1,251,244.5,43.9,24,256.53,1.54,0,0.8,1298,1395,0
275.5,254.2,249.9,44,23.9,246.24,1.49,1.28,0.8,1269.7,1390,0
263.5,243,236.9,42.9,23.9,242.19,1.48,1.19,0.8,1271.2,1383,0
198.4,183.6,179.9,42.6,24,214.76,1.33,1.84,0.8,1193.6,1357,0
198.4,183.6,179.9,42.2,23.9,204.48,1.21,5.47,0.8,1165.5,1342,0
193.7,179,175.4,42.6,24,198.84,1.15,7.42,0.8,1145.4,1323,0
204.1,188.6,181.4,41.7,23.9,207.91,1.15,7.2,0.8,1162.6,1323,0
168.3,155.6,152.6,41.6,24,196.81,1.09,7.72,0.8,1131.4,1278,0
143.8,130.3,127.1,41.6,23.9,179.85,1.02,8.72,0.8,1095.3,1253,0
143.8,130.3,127.1,42.4,23.9,176.44,0.93,11.86,0.8,1103.8,1253,0
143.8,130.3,127.1,43.9,24,190.96,0.88,14.41,0.8,1168.9,1253,0
120.4,108.5,106.7,44.3,23.9,222.6,0.85,18.23,1.1,1267.5,1225,0
93.1,84.3,82.5,43.3,22.7,204.36,0.82,9.45,1.1,1118.4,891,0
93.1,84.3,82.5,43,22.7,198.54,0.8,10.52,1.1,1114.1,891,0
85.9,77.5,74.7,43.2,22.7,183.82,0.76,11.33,1.1,1101.3,890,0
79.6,71.8,68.9,43.3,22.6,177.36,0.74,12.17,1.1,1105,883,0
74.6,67.5,65,43.4,22.7,174.74,0.74,13.05,1.1,1109.2,880,0
70.9,63.9,63.1,43.6,22.7,172.32,0.7,14.02,1.1,1111.8,872,0
71.5,64.3,62.1,43.5,22.8,183.85,0.69,15.06,1.1,1122.8,872,0
72.6,65.5,63.1,43.6,22.8,184.25,0.7,14.37,1.1,1131.7,873,0
71.6,64.5,62.1,43.8,22.8,185.85,0.7,14.86,1.1,1150.4,880,0
70.7,63.6,62.1,43.9,22.8,188.68,0.7,14.34,1.1,1180.1,884,0
71,64.1,61.1,43.9,22.9,193.54,0.69,14.71,1.1,1216.2,890,0
71.1,63.8,62.1,44.1,22.8,197.81,0.69,14.87,1.1,1246,898,0
71.2,64.1,61.1,44.1,23,205.08,0.71,15.58,1.1,1268.9,908,0
71.8,64.6,62.1,44.1,22.9,209.55,0.71,13.68,1.1,1278.8,922,0
70,62.6,60.1,44.2,23,216,0.73,15.06,1.1,1288.2,951,0
69.2,61.9,60.1,44.2,23,221.65,0.74,15.01,2.4,1307.2,967,0
68.1,61.1,58.2,44.2,23,222.08,0.73,15.16,2.4,1322,984,0
67.2,60.3,58.2,44.2,23.1,227.71,0.74,14.84,2.4,1326.2,1004,0
67.2,60.3,58.2,44.3,23.2,234.79,0.74,14.46,2.4,1338.3,1004,0
67.1,60.2,58.2,44.2,23.2,242.04,0.76,14.48,2.4,1349.6,1044,0
67,60,58.2,44.2,23.2,244.28,0.76,14.55,2.4,1352.2,1081,0
66,59.2,57.2,44.2,23.3,245.07,0.76,14.43,2.4,1355.4,1100,0
66,59.2,57.2,44.2,23.2,248.07,0.77,15.24,2.4,1365.5,1100,0
65.8,58.8,57.2,44.2,23.3,253.95,0.76,15.1,2.4,1374.5,1137,0
66,59.3,58.2,44.2,23.4,255.16,0.76,14.04,1.7,1373.4,1155,0
66.4,59.6,58.2,44.3,23.3,260.79,0.78,14.11,1.7,1372.3,1155,0
65.2,58.2,57.2,44.2,23.4,261.19,0.76,15.03,1.7,1375.6,1155,0
65.1,58.1,56.3,44.3,23.5,267.24,0.76,14.85,1.7,1380.6,1155,0
65.7,59,57.2,44.2,23.5,272.67,0.78,13.66,1.7,1381,1193,0
65.1,58.1,56.3,44.4,23.6,274.07,0.77,14.02,1.7,1382.7,1211,0
65.1,58.1,56.3,44.3,23.6,282.31,0.8,14.68,1.7,1381.4,1211,0
64,57,55.3,44.3,23.6,280.67,0.79,15.11,1.7,1386.8,1231,0
62.8,56.1,54.3,44.5,23.7,279.85,0.77,14.36,1.7,1395.2,1298,0
60.6,54,52.4,44.3,23.7,279.04,0.77,15,1.7,1401.8,1313,0
60.9,53.3,51.4,44.4,23.8,273.37,0.77,14.16,1.7,1400.2,1313,0
60.7,54.1,52.4,44.3,23.8,273.34,0.78,13.98,1.3,1403.1,1356,0
60.5,54.1,51.4,44.5,23.8,281.39,0.8,14.25,1.3,1409,1381,0
60,53.8,52.4,44.3,23.8,286.21,0.79,13.47,1.3,1417.9,1381,0
60,53.8,52.4,44.5,23.9,289,0.78,13.95,1.3,1421,1381,0
60.9,54.4,53.4,44.4,23.9,289.23,0.78,14.74,1.3,1425.6,1392,0
60.9,54.4,53.4,44.6,23.9,292.65,0.78,14.16,1.3,1433.2,1392,0
58.6,52.7,50.4,44.5,24,298.09,0.78,13.9,1.3,1443.5,1403,0
58.3,52.1,50.4,44.3,24,294.83,0.79,13.24,1.3,1434.4,1413,0
60.6,52.9,51.4,44.3,24.1,294.21,0.78,12.76,1.3,1431.9,1413,0
60.6,52.9,51.4,44.4,24.1,295.02,0.8,13.04,1.3,1429.7,1413,0
60.6,52.9,51.4,44.4,24.1,298.85,0.8,11.96,1.2,1413.6,1432,0
62.4,52.2,50.4,44.6,24.1,298.42,0.79,13.17,1.2,1399.1,1451,0
62.4,52.2,50.4,44.5,24.1,302.63,0.78,13.88,1.2,1392.4,1451,0
56,50.3,48.5,44.4,24.1,304.86,0.78,13.19,1.2,1392.1,1462,0
56,50.3,48.5,44.6,24.2,304.64,0.79,12.24,1.2,1383.7,1462,0
56,50.3,48.5,44.6,24.2,321.35,0.8,13.56,1.2,1403.4,1462,0
56.6,50.4,48.5,44.8,24.2,326.38,0.78,13.48,1.2,1401.5,1475,0
56.3,49.2,48.5,44.7,24.2,321.13,0.77,13.74,1.2,1405.5,1475,0
56.3,49.2,48.5,44.7,24.2,323.33,0.8,12.79,1.2,1406.7,1475,0
56.3,49.2,48.5,44.9,24.3,329.16,0.8,12.97,1.2,1404,1475,0
57.5,46.8,44.6,44.9,24.3,323.68,0.78,13.52,1.2,1409.5,1501,0
57.5,46.8,44.6,44.6,24.3,322.86,0.78,13.42,1.2,1412.5,1501,0
55.3,46.7,44.6,44,24.3,318.37,0.81,10.74,1.2,1393.8,1501,0
55.3,46.7,44.6,43.9,24.3,324.8,0.79,9.19,1.2,1358.8,1501,0
51.5,46.2,45.6,43.1,24.2,322.34,0.81,7.76,1.2,1331.3,1516,0
50.4,45,44.6,42.6,24.3,320.3,0.82,5.92,1.2,1291.6,1533,0
50.4,45,44.6,42.2,24.2,315.03,0.81,5.36,1.2,1241.9,1533,0
50.4,44.9,43.7,41.4,24.2,308.76,0.8,4.24,1.2,1185.5,1533,0
50.4,44.9,43.7,41.2,24.2,303.9,0.79,3.61,1.2,1129.6,1550,0
48.9,44,41.7,40.3,24.1,314.58,0.79,2.83,1.2,1086.2,1614,0
49.3,44.2,42.7,40,24.2,308.51,0.79,1.46,1.2,1029.4,1629,0
48.2,43.1,41.7,39.8,24.2,308.09,0.78,0.74,1.2,998.4,1629,0
48.1,43.1,41.7,39.2,24.2,318.77,0.76,0.29,1.2,975.6,1646,0
48.1,43.1,41.7,38.7,24,317.56,0.75,0,1.2,905.6,1646,0
46.8,42.1,40.7,38.3,24.1,308.5,0.74,0,1.2,860.6,1664,0
47.3,42.5,40.7,39,24,304.04,0.74,0,1.2,843.6,1711,0
47.1,42,39.8,38.4,24.1,315.93,0.73,0,1.2,866.5,1724,0
47.1,42,39.8,38,24.1,309.89,0.72,0,1.2,843.3,1724,0
