pm10,pm25,pm1,humi,temp,hcho,co,no2,rn,voc,co2,tab
22.7,11.1,10.7,21.7,17.9,26.86,0.15,6.51,0.3,289.5,387,406
25.5,11,10.7,22,18,27.88,0.15,7.02,0.3,290.4,396,406
21.9,11.2,10.7,22,18.2,29.73,0.15,6.07,0.3,291.7,405,400
24.4,10.9,9.7,22,18.2,29.72,0.15,6.89,0.3,293.2,414,400
23.4,10.6,9.7,22,18.3,33.01,0.14,6.7,0.3,294.5,422,526
24.1,10.9,10.7,22.1,18.4,33.62,0.14,6.29,0.3,294.2,438,526
27.4,11,10.7,22.2,18.4,35.88,0.14,5.96,0.3,294.1,452,486
24.2,11.4,10.7,22.3,18.6,38.14,0.14,6.43,0.3,295.5,459,486
26.5,10.3,9.7,22.4,18.6,42.04,0.14,7.17,0.6,296.9,472,413
24.4,10.8,9.7,22.6,18.7,42.23,0.14,7.33,0.6,298,478,413
25,10.4,9.7,22.5,18.9,43.25,0.14,7.15,0.6,299,485,513
23.9,11,10.7,22.5,18.9,42.21,0.14,6.24,0.6,299,492,40
22.2,10,9.7,22.5,19,41.99,0.14,5.98,0.6,298.7,499,453
22.7,10.2,9.7,22.6,19.1,43.21,0.14,6.14,0.6,298.7,509,453
22.4,10.3,9.8,22.6,19.1,44.23,0.13,5.91,0.6,299.3,518,453
25.6,10.5,9.7,22.8,19.2,45.65,0.13,6.42,0.6,300.1,522,1273
21.4,10,9.7,22.7,19.2,46.87,0.13,6.29,0.6,301.1,530,1273
19.4,9.3,8.7,22.8,19.3,46.04,0.13,5.95,0.6,300.2,537,426
24.9,9.8,8.7,22.7,19.3,46.85,0.13,5.7,0.5,300.3,541,26
25.1,10.6,9.7,22.7,19.4,46.83,0.12,5.76,0.5,299.4,544,366
25.1,10.6,9.7,22.1,19.5,44.36,0.12,4.17,0.5,297.4,544,153
25.1,10.6,9.7,22.1,19.6,44.35,0.12,3.94,0.5,295.5,544,486
20,10,9.7,21.9,19.6,45.98,0.11,4.04,0.5,295.3,545,0
20,10,9.7,21.9,19.7,46.79,0.12,3.32,0.5,295.9,545,393
20.6,9.9,8.7,22.4,19.7,47.8,0.11,3.65,0.5,295.5,544,393
20.6,9.9,8.7,22.3,19.8,51.69,0.11,4.18,0.5,297.4,544,446
20.6,9.5,8.7,22.2,19.8,50.45,0.12,4.62,0.5,297.5,544,446
24.8,10.1,9.7,22.4,19.9,50.23,0.12,3.2,0.5,297.1,547,446
24.7,10.2,9.7,22.3,19.8,52.47,0.11,3.49,0.5,297.5,550,446
21.4,10.2,9.7,22.3,19.9,50.82,0.11,3.3,0.5,296.1,553,433
21.3,9.5,8.7,22.3,20,51.63,0.11,3.36,0.5,296.2,555,433
25.8,10,9.7,22.5,20.1,52.44,0.11,4.03,0.5,297,555,453
23.8,10.7,9.7,22.6,20.2,54.88,0.1,4.09,0.5,298.3,559,453
23.8,10.7,9.7,22.6,20.2,54.05,0.11,3.85,0.5,299.1,566,453
23.8,10.7,9.7,22.4,20.3,52.61,0.1,2.96,0.5,297.9,566,466
25,9.7,8.7,22.7,20.3,54.44,0.1,3.59,0.5,297,571,466
26.8,10,9.7,22.7,20.4,53.2,0.1,3.24,0.5,297.1,572,286
24.5,9.7,8.7,22.7,20.4,52.78,0.11,3.07,0.5,296.8,575,286
22.4,10.6,9.7,23.2,20.5,55.22,0.1,3.9,0.6,298,577,473
25.3,10,9.7,22.9,20.4,56.23,0.1,3.87,0.6,300.5,582,473
29.8,10.4,9.7,22.6,20.5,49.68,0.1,1.57,0.6,297.8,589,466
21.2,10.3,9.7,22.3,20.5,44.97,0.1,1.25,0.6,295.4,596,466
23.6,10.3,9.7,21.1,20.7,44.76,0.1,0.77,0.6,291.5,596,506
23.1,11,9.7,21.2,20.6,41.89,0.1,0.08,0.6,286,591,506
22.5,10.7,9.7,21.4,20.6,41.48,0.09,0,0.6,283.5,580,606
24.9,11.9,10.7,19.8,20.6,39.84,0.1,0,0.6,283.7,574,126
27.6,12.5,11.6,19.6,20.7,40.65,0.1,0,0.6,278.5,574,126
27.4,12,11.6,19.8,20.8,38.4,0.07,0,0.6,230.3,558,666
25.7,11.9,10.7,20.1,20.7,51.67,0.08,0,0.8,277.3,540,666
23.3,11.3,10.7,19.8,20.8,53.7,0.08,0,0.8,277.7,514,613
23.3,11.3,10.7,19.8,20.8,41.65,0.06,0,0.8,229.8,514,613
23.3,11.3,10.7,20.2,20.8,52.47,0.08,0,0.8,277,514,546
25.2,11.6,10.7,20,20.8,57.97,0.08,0,0.8,280.5,510,546
25.2,11.6,10.7,20.2,20.9,59.39,0.07,0,0.8,282.1,510,580
27,10.5,9.7,20.4,20.9,66.53,0.06,0.08,0.8,283.7,510,580
26.6,11.4,10.7,20.3,21,74.07,0.07,0,0.8,287.7,509,546
22.6,10.9,9.7,20.2,21,74.87,0.07,0,0.8,285.7,522,546
24,11.3,10.7,20.4,21,75.68,0.07,0,0.8,284.7,528,553
24.1,11.3,10.7,20.3,21,77.5,0.07,0,0.9,285.3,534,553
24.1,11.3,10.7,20.4,21,76.68,0.07,0,0.9,283.4,541,500
24.3,11.6,10.7,20.5,21.1,77.28,0.07,0,0.9,282.7,549,60
24.3,11.6,10.7,20.6,21.1,79.52,0.07,0,0.9,283.9,549,460
24.3,11.6,10.7,20.4,21.2,79.5,0.06,0,0.9,284.5,549,60
26.6,12,11.6,20.4,21.2,81.94,0.07,0,0.9,284.6,569,566
26.6,12,11.6,20.4,21.2,85.19,0.08,0,0.9,288.2,569,566
23.1,10.5,9.7,20.4,21.3,86.81,0.08,0,0.9,288.8,579,566
23.2,10.6,9.7,20.6,21.3,87,0.07,0,0.9,289.1,588,540
24.1,10.1,9.7,20.8,21.3,88.01,0.07,0,0.9,287.7,597,553
24.9,10.6,9.7,20.6,21.4,91.06,0.07,0.15,1,290.3,609,553
27.2,10.6,9.7,20.5,21.4,88.81,0.08,0,1,288.7,618,553
22.9,9.9,8.7,20.7,21.3,90.43,0.07,0,1,288.3,623,546
26.9,10.7,9.7,20.6,21.4,91.64,0.07,0,1,289.1,623,546
26.2,10.5,9.7,20.4,21.5,90.62,0.07,0,1,288.3,629,653
25.8,10.2,9.7,20.7,21.4,90.4,0.07,0,1,287.8,648,653
25.5,11,10.7,20.4,21.5,93.24,0.07,0,1,288.3,658,460
25.5,11,10.7,20.7,21.5,94.86,0.07,0,1,288.6,658,113
24.4,10.5,9.7,20.8,21.5,98.11,0.07,0,1,291.4,666,553
25.1,10.7,9.7,20.7,21.6,100.13,0.07,0,1,292.1,675,553
25.1,10.7,9.7,20.8,21.7,99.71,0.07,0,1,290,675,493
31.5,10.9,9.7,20.5,21.6,96.45,0.07,0,1,287.8,686,493
31.5,10.9,9.7,20.8,21.7,97.26,0.07,0,1,288.3,694,433
27.1,10.2,9.7,20.7,21.7,99.28,0.07,0,1,289,701,433
24.9,10.5,9.7,20.7,21.7,100.29,0.07,0,1,288.9,706,466
23.1,10.4,9.7,20.6,21.7,101.29,0.06,0,1,289.4,710,86
23.1,10.4,9.7,20.7,21.8,101.29,0.07,0,1,289.6,710,86
23.1,10.4,9.7,20.5,21.8,102.09,0.08,0,1,290.8,710,660
24.2,10.3,9.7,20.6,21.8,100.66,0.07,0,1,286.9,714,553
23.9,9.7,8.7,20.6,21.8,100.44,0.08,0,1,285.5,717,553
23.5,10.1,9.7,20.7,21.9,99.82,0.07,0,0.8,285.9,727,0
24.1,10.7,9.7,20.9,21.9,100.22,0.07,0,0.8,285.7,730,546
27,10.8,9.7,20.6,21.8,102.86,0.07,0,0.8,289.1,735,546
28.7,10.7,9.7,20.7,21.9,101.63,0.07,0,0.8,288.6,735,560
28,10.5,9.7,20.5,21.9,101.22,0.08,0,0.8,284.9,738,560
28,10.5,9.7,20.6,22,100.39,0.08,0,0.8,284.7,738,500
30.6,10.8,9.7,20.5,22,101.2,0.08,0,0.8,284.8,744,0
28.5,10.8,9.7,20.6,22,100.38,0.08,0,0.8,284.1,746,533
30.5,11.2,10.7,20.5,22,98.34,0.08,0,0.8,283.8,746,533
30.5,11.2,10.7,20.8,22.2,99.35,0.09,0,0.8,284.2,746,526
25.6,10.9,9.7,20.6,22,105.84,0.08,0,0.8,291.1,746,526
29,10.7,9.7,20.2,22,99.54,0.08,0,0.6,286.8,749,653
46.8,35.5,34,14.5,18.1,3.69,0,0,0.6,152.1,286,0
46.8,35.5,34,14.7,18.1,4.51,0,0,0.6,149.9,286,0
37.3,28.4,26.2,14.3,18.2,0.41,0,0,0.6,146.6,289,0
29.5,21,20.4,13,18.2,2.87,0,0,0.6,146.4,290,0
29.5,21,20.4,13.4,18.2,2.26,0,0,0.6,143.7,290,0
30.8,21.9,20.4,13.1,18.3,5.33,0,0,0.6,142,290,0
27.1,20.4,19.4,12.8,18.3,1.44,0,0,0.6,141.4,290,0
27.1,20.4,19.4,12.2,18.3,0,0,0,0.6,140.3,289,0
25.2,19.1,18.4,11.7,18.3,0,0,0,0.6,135.2,289,0
27.3,18.5,17.5,12.2,18.3,0,0,0,0.6,133.1,289,0
22.6,15.4,14.6,11.8,18.3,0.41,0,0,0.6,131.7,288,0
20.4,15.2,14.6,11.8,18.4,0,0,0,0.6,130.8,285,0
22.8,15.9,14.6,12,18.5,0.82,0,0,0.6,132.1,284,0
22.8,15.9,14.6,12.8,18.5,0,0,0,0.6,134.1,284,0
22.9,15.3,14.6,14.5,18.5,0,0,0,0.2,139.1,284,0
22.6,15.2,14.6,13.1,18.5,2.46,0,0,0.2,137.8,284,0
23.4,16.4,15.5,12.6,18.5,0.41,0,0,0.2,134.3,285,0
28,16.9,15.5,12.6,18.7,2.05,0,0,0.2,134.7,286,0
28,16.9,15.5,12.6,18.7,2.46,0,0,0.2,135,288,0
25.7,17,16.5,12.4,18.8,2.46,0,0,0.2,133.5,291,0
27.2,17.1,16.5,12.4,18.8,0,0,0,0.2,132.2,295,0
31.5,16.1,15.5,12.4,18.9,0,0,0,0.2,131.5,310,0
29.2,16.3,15.5,12.6,19,1.23,0,0,0.2,132.6,326,0
30.5,18.7,17.5,12.6,19.1,1.64,0,0,0.2,134,345,0
29.5,17.5,16.5,12.8,19.1,1.64,0,0,0.2,132.7,364,0
29.5,17.5,16.5,12.8,19.1,2.46,0,0,0.2,133.1,364,0
29.5,17.5,16.5,12.9,19.2,2.46,0,0,0.2,133.6,375,0
31.3,15.3,14.6,12.9,19.3,2.46,0,0,0.2,135.1,394,0
30.5,14.1,13.6,12.9,19.3,2.46,0,0,0.2,135.1,404,0
32.8,14.4,13.6,13.2,19.4,3.69,0,0,0.2,134.5,427,0
34.3,14.7,13.6,13.2,19.3,3.68,0,0,0.2,135.8,427,0
34.3,14.7,13.6,13.3,19.6,2.46,0,0,0.2,135.8,427,0
28.6,13.9,12.6,13.5,19.6,4.91,0,0,0.2,136.4,435,0
28.6,13.9,12.6,13.7,19.6,6.14,0,0,0.2,137.9,435,0
31.3,15.8,14.6,13.9,19.6,11.46,0,0,0.3,140.5,450,0
37.9,22.6,21.3,13.9,19.7,10.84,0,0,0.3,141.6,458,0
37.9,22.6,21.3,14,19.7,9.2,0,0,0.3,142.3,464,0
49.2,31.5,29.1,14.1,19.8,13.29,0,0,0.3,144.4,471,0
35.3,20.9,20.4,14.2,19.8,12.68,0,0,0.3,144.3,482,0
35.3,20.9,20.4,14.3,19.9,13.7,0,0,0.3,143.7,488,0
35.3,20.9,20.4,14.4,20,13.49,0,0,0.3,144.2,488,0
35.3,20.9,20.4,14.4,20,13.49,0,0,0.3,145,494,0
32.3,17.3,16.5,14.2,20,13.49,0,0,0.3,144,501,0
29.2,16.8,15.5,14.4,20,13.49,0,0,0.2,144.6,513,0
33.2,18.2,17.5,14.6,20.1,16.14,0,0,0.2,146.2,520,0
33.2,18.2,17.5,14.4,20.1,17.57,0,0,0.2,147.4,527,0
33.8,19.5,18.4,14.4,20.2,14.1,0,0,0.2,146.3,540,0
36.4,19.1,17.5,14.7,20.1,17.57,0,0,0.2,146.6,546,0
36.6,19,18.4,14.6,20.3,18.18,0,0,0.2,147.5,551,0
33.2,18.6,17.5,14.6,20.3,18.38,0,0,0.2,147.7,561,0
30.1,17.7,17.5,14.8,20.3,18.58,0,0,0.2,147.6,570,0
30.1,17.7,17.5,14.8,20.3,18.38,0,0,0.2,148.7,570,0
30.1,17.7,17.5,14.6,20.3,18.38,0,0,0.2,148.1,573,0
30.1,17.7,17.5,14.7,20.3,18.37,0,0,0.2,149.1,573,0
36.2,17.3,16.5,14.9,20.5,22.05,0,0,0.2,148.4,577,0
32,17,16.5,15.2,20.5,24.49,0,0,0.2,149.5,579,0
32,17,16.5,15,20.5,24.69,0,0,0.2,152.4,579,0
34.8,17.7,17.5,15.2,20.5,25.1,0,0,0.2,153.7,581,0
37.4,18.2,17.5,15.5,20.6,28.36,0,0,0.2,154.7,583,0
33.8,18,17.5,15.3,20.7,28.15,0,0,0.2,156.4,583,0
37,18.7,18.4,15.5,20.7,26.11,0,0,0.2,156,590,0
34.8,18.1,16.5,15.5,20.7,26.92,0,0,0.2,155.6,596,0
34.8,18.1,16.5,15.7,20.7,28.96,0,0,0.2,155.7,596,0
35.3,17.4,16.5,15.7,20.7,26.1,0,0,0.2,131.4,599,0
35.3,17.4,16.5,15.8,20.8,29.36,0,0,0.2,158.1,599,0
32.3,16.9,16.5,16.1,20.8,30.58,0,0,0.2,159.6,602,0
38.6,18.8,17.5,16.3,20.8,35.47,0,0,0.2,161.9,606,0
37.2,18.7,17.5,16.3,20.8,34.86,0,0,0.2,163.1,606,0
38.4,18.8,17.5,16.5,20.9,32.82,0,0,0.2,163.2,609,0
36.6,18.7,18.4,16.4,20.9,35.46,0,0,0.2,163.9,614,0
36.2,20.1,19.4,16.4,20.9,35.46,0,0,0.2,166.1,623,0
39.1,21.1,20.4,16.6,20.8,35.46,0,0,0.2,166.1,628,0
40.5,21,19.4,16.7,21,35.45,0,0,0.2,166.6,639,0
40.6,20.8,19.4,16.7,21,35.86,0,0,0.2,167.9,644,0
39.2,20.3,19.4,16.7,21,35.45,0,0,0.2,168.3,652,0
38,20.2,19.4,16.7,21,35.45,0,0,0.2,169,656,0
38,20.2,19.4,16.8,21.1,33.4,0,0,0.2,168.6,659,0
37.2,19.3,18.4,16.8,21,34.01,0,0,0.2,167.1,662,0
40.4,20.5,19.4,16.6,21.1,35.84,0,0,0.2,167.5,664,0
38.4,21.1,20.4,16.9,21.1,33.19,0,0,0.2,167.6,667,0
40.3,19.9,18.4,16.8,21.2,37.26,0,0,0.2,168,669,0
38.9,20.9,19.4,17.2,21.2,35.43,0,0,0.2,168.9,670,0
45.3,22.3,21.3,17.2,21.2,40.72,0,0,0.2,170.4,671,0
42,23.3,22.3,17.5,21.2,42.34,0,0,0.2,172.9,674,0
43.7,23.4,22.3,17.5,21.2,42.54,0,0,0.2,175.4,675,0
43.7,23.4,22.3,17.3,21.2,40.1,0,0,0.2,175.6,675,0
46.7,24.1,22.9,17,21.3,33.38,0,0,0.2,173.5,674,0
48,24.1,23.3,17.5,21.3,37.24,0.01,0,0.2,173.5,673,0
48,24.1,23.3,17.5,21.4,41.51,0,0,0.2,175.9,673,0
44.8,24.4,23.3,17.6,21.3,40.09,0.01,0,0.2,176.9,673,0
46,23.8,22.3,18,21.2,40.49,0.02,0,0.2,178.1,674,0
42,24.7,23.3,17.3,21.3,37.64,0.03,0,0.2,178.2,675,0
42,24.7,23.3,17,21.4,31.94,0.05,0,0.2,175.5,675,0
13.3,7.6,7.2,12.3,17.1,0,0,6.02,0,151.4,314,433
14.3,7,6.8,11.9,17.2,0,0,0,0,126.8,319,4039790000
11.2,6.4,5.8,13,17.3,0,0,0,0,119.1,313,393
11.1,6.7,5.8,12,17.3,0,0,0,0,120.6,314,100
12.7,7.7,6.8,11.8,17.4,0.83,0,0,0,118.8,326,680
12.5,7.5,6.8,12.3,17.6,2.68,0,0,0,117.3,337,680
13.6,8.1,7.8,13.8,17.6,7.22,0,4.09,0,119.6,341,680
13.6,8.1,7.8,12.4,17.7,13.82,0,2.93,0,123.8,341,6
15.9,8.1,7.8,12.4,17.8,3.71,0,1.39,0,118.4,346,6
15.9,8.1,7.8,12.1,17.8,21.44,0,2.31,0,124.8,346,586
15.9,8.1,7.8,11.6,18,7.21,0,0,0,122.1,346,66
15.9,8.1,7.8,11.9,17.9,3.3,0,0.77,0,122.1,346,540
15.9,8.1,7.8,12.7,18.1,6.38,0,0.44,0,123.2,346,540
17.3,9.8,8.7,15.2,18.2,11.94,0,1.74,0,124.3,368,766
18,9.9,8.7,12.4,18.3,22.85,0,1.88,0.3,127,334,766
18.4,10.6,9.7,11.3,18.4,4.73,0,0,0.3,122.8,338,686
18.4,10.6,9.7,11.4,18.5,7,0,0,0.3,119.9,338,686
16.4,10.1,9.7,11.2,18.5,8.43,0,0,0.3,118.6,344,806
17.2,10.6,9.7,11.1,18.7,13.57,0,0,0.3,118.4,350,806
14.9,9.2,8.7,11.3,18.8,13.57,0,0,0.3,118,357,686
14.9,9.2,8.7,11.4,18.8,16.24,0,0,0.3,119.1,365,260
17.7,10.1,9.7,11.6,18.9,18.7,0,0,0.3,120.4,374,793
18.6,9.8,8.7,11.7,19.1,22.39,0,0,0.3,121.5,392,793
16.7,9.8,8.7,11.9,19.1,24.65,0,0,0.3,122.5,411,773
16.6,10.2,9.7,12,19.2,25.26,0,0,0.3,123.5,421,773
16.8,9.6,8.7,11.9,19.2,24.63,0,0,0.3,122.3,432,820
16.8,9.6,8.7,11.9,19.4,24.63,0,0,0.3,122.3,432,820
16.9,10.7,9.7,11.8,19.4,24.62,0,0,0.3,122.6,451,820
16.6,10.4,9.7,12,19.4,25.02,0,0,0.3,123,460,806
17.8,10.2,9.7,12.1,19.6,26.45,0,0,0.3,122.8,477,806
18.5,9.9,8.7,12.3,19.7,29.73,0,0,0.3,122.8,490,926
16.2,11.4,10.7,12.5,19.8,34.03,0,0,0.3,124,501,926
16.3,10.6,9.7,12.6,19.8,34.84,0,0,0.3,125.7,507,1006
22.4,11.1,10.7,12.5,19.8,29.5,0,0,0.3,126,513,53
22.4,11.1,10.7,12.8,19.9,34,0,0,0.3,126.4,518,933
17.6,11.6,10.7,13.1,20,40.55,0,0.81,0.3,129.2,523,933
17.6,11.6,10.7,13.1,20.1,41.77,0,0.32,0.3,131,529,813
17.6,11.6,10.7,13.1,20.1,37.46,0,0,0.3,130.6,535,813
19.7,11.8,10.7,13.1,20.2,35.61,0,0,0.3,129.8,546,926
19.7,11.1,10.7,13.2,20.1,35.6,0,0,0.3,130.6,546,273
19.7,11.1,10.7,13.3,20.4,39.69,0,0,0.3,131,546,846
18.4,12,10.7,13.2,20.4,38.86,0,0,0.3,130.9,552,846
22.3,11.9,11.6,13.6,20.3,41.1,0,0,0.3,131.6,557,966
22.3,11.9,11.6,13.5,20.4,43.14,0,0,0.3,132.1,557,966
22.3,11.9,11.6,13.6,20.5,42.11,0,0,0.3,132.4,563,220
21.5,11.7,10.7,13.7,20.6,42.92,0,0,0.3,133,574,853
21.5,11.7,10.7,13.9,20.6,44.96,0,0,0.3,134.2,580,80
21.8,12.2,11.6,13.9,20.8,46.58,0,0,0.3,135.9,580,926
18,11.9,10.7,13.8,20.7,45.96,0,0,0.3,135.6,593,926
21.5,11.8,10.7,14.1,20.8,46.16,0,0,0.3,135.9,603,880
22.7,12,11.6,14.2,20.8,46.97,0,0,0.3,137.8,603,880
20.1,11.5,10.7,14.5,20.8,55.12,0,0,0.3,140.6,604,1333
20.8,11.3,10.7,14.5,21,52.46,0,0,0.3,140.2,611,1333
18.6,12,11.6,14.4,21,49.8,0,0,0.3,139.4,615,953
19,11.8,10.7,14.5,21,46.52,0,0,0.2,138.6,619,953
19.4,12.1,11.6,14.5,21,48.15,0,0,0.2,139.1,624,873
18.4,11,10.7,14.5,21.1,48.96,0,0,0.2,140.2,628,873
18.9,11.9,10.7,14.4,21.1,47.32,0,0,0.2,140.4,633,780
18.4,11.8,10.7,14.7,21.2,50.16,0,0,0.2,140.2,633,206
20.4,12,11.6,14.7,21.3,51.99,0,0,0.2,141.5,637,786
20.3,11.7,10.7,14.8,21.3,50.15,0,0,0.2,140.7,639,786
19.5,12.2,11.6,14.8,21.2,53.4,0,0,0.2,142.5,644,786
20.4,11.9,10.7,14.8,21.3,52.58,0,0,0.2,142.1,649,800
19.5,11.2,10.7,14.8,21.4,52.78,0,0,0.2,143.7,658,800
19.5,11.7,10.7,14.8,21.3,52.97,0,0,0.2,143.5,666,880
22.2,12.3,11.6,15.1,21.5,52.56,0,0,0.2,143.6,669,880
23.1,11.9,11.6,15,21.5,52.55,0,0,0.2,144,670,793
22.1,11.6,10.7,15.3,21.5,52.75,0,0,0.2,145.6,671,793
20.8,12,11.6,15.4,21.6,58.04,0,0,0.2,146.7,672,760
21.6,11.9,10.7,15.3,21.6,56.81,0,0,0.2,147.9,673,173
21,11.7,10.7,15.4,21.6,56.6,0,0,0.2,148.3,675,820
21,11.7,10.7,15.4,21.5,57,0,0,0.2,148.9,675,820
20.3,12.4,11.6,15.5,21.6,57.39,0,0,0.2,149.1,678,940
20.6,12.2,11.6,15.4,21.6,56.78,0,0,0.2,150.2,680,940
25.2,12.7,11.6,15.3,21.7,54.94,0,0,0.2,148.7,683,853
25.2,12.7,11.6,15.5,21.7,56.97,0.01,0,0.2,149.7,683,73
22.1,12.3,11.6,15.6,21.7,55.74,0.01,0,0.2,149.7,685,880
19.9,12.4,11.6,15.4,21.8,56.34,0.02,0,0.2,151.5,687,880
18.8,12.3,11.6,15.5,21.8,54.91,0.01,0,0.2,151.2,691,1040
22.3,13,12.6,15.6,21.8,56.33,0.02,0,0.2,151,691,1040
23.6,13.3,12.6,15.6,21.8,54.49,0.03,0,0.2,151.1,697,800
27.6,13.9,12.6,15.8,21.9,53.07,0.04,0,0.2,150.8,701,800
21.3,13.9,12.6,15.6,22,52.25,0.04,0,0.2,150.8,704,800
27.1,13.4,12.6,15.5,22,50.82,0.04,0,0.2,150.6,704,986
23.2,14.4,13.6,15.4,22,52.44,0.04,0,0.2,149.8,707,986
28.2,13.6,12.6,15.4,22,50,0.04,0,0.2,148.9,709,1066
22.9,13.8,13.6,15.4,22,49.58,0.05,0,0.2,148.8,711,1066
21.9,12.8,11.6,15.3,22.1,47.34,0.05,0,0.2,147.9,711,886
21,13.8,13.6,15.4,22,48.36,0.05,0,0.2,147.7,710,886
23.5,13.6,12.6,15.5,22,43.68,0.05,0,0.2,124,709,940
23.6,13.7,12.6,15.4,22.1,43.68,0.04,0,0.2,124.4,709,93
23.6,13.7,12.6,15.4,22.2,52.41,0.06,0,0.2,149.3,709,1026
22.5,14.8,13.6,15.3,22.1,51.8,0.06,0,0.2,149.8,710,1026
22.5,14.8,13.6,15.5,22.1,49.96,0.05,0,0.2,149.6,710,1093
22.5,14.8,13.6,15.3,22.2,52.39,0.06,0,0.2,149.5,710,180
27.2,15.9,14.6,15.4,22.2,50.56,0.06,0,0.2,150,712,1140
27.2,15.9,14.6,15.4,22.3,50.55,0.06,0,0.2,149.2,713,1140
24.3,15.8,14.6,15.3,22.2,52.38,0.06,0,0.2,149.8,712,1166
23.3,14.8,13.6,15.2,22.3,51.77,0.06,0,0.2,149.6,712,1166
24.1,15.5,14.6,15.3,22.3,49.94,0.06,0,0.2,149.6,712,1166
26.5,16.1,15.5,15.1,22.2,48.71,0.05,0,0.2,149.5,712,1200
26.5,16.1,15.5,15.2,22.4,48.71,0.06,0,0.2,149.2,712,1200
24.1,16,15.5,15.1,22.3,48.71,0.06,0,0.2,149.4,710,1166
24.1,16,15.5,15,22.4,48.1,0.06,0,0.2,149.8,710,1166
24.1,16,15.5,15,22.4,48.09,0.06,0,0.2,150.1,709,1380
26.5,15.5,14.7,15,22.4,49.51,0.06,0,0.2,149.4,708,1380
22.8,14.8,13.6,15.1,22.5,48.69,0.06,0,0.2,148.5,708,1280
23.7,14.6,13.6,15.1,22.5,49.91,0.07,0,0.2,148.4,708,1280
27.2,14.9,13.6,15,22.4,51.53,0.06,0,0.2,148.5,705,1146
23.8,14.6,13.6,15,22.5,52.33,0.06,0,0.2,148.2,701,1146
24.2,14.5,13.6,15.1,22.3,52.33,0.06,0,0.2,148.5,701,1193
25.2,14.7,13.6,15.2,22.6,52.33,0.06,0,0.2,148.6,697,1193
23.3,14,13.6,15.2,22.5,51.72,0.06,0,0.2,148.6,696,1553
23.2,13.8,12.6,15.1,22.5,49.08,0.07,0,0.2,146.9,694,1553
27.7,14.9,14.6,15.1,22.4,50.49,0.07,0,0.5,149.7,695,973
27.7,14.9,14.6,15.1,22.5,52.11,0.07,0,0.5,149,695,120
21,13.9,12.6,15.2,22.6,49.88,0.07,0,0.5,147.6,695,120
21,13.9,12.6,15.1,22.6,50.89,0.06,0,0.5,146.7,695,1146
24.3,13.5,12.6,15.2,22.6,51.9,0.06,0,0.5,148.6,698,1013
21.6,12.8,11.6,15,22.6,48.05,0.06,0,0.5,147.6,699,1013
20.9,12.7,11.6,14.8,22.6,45.41,0.06,0,0.5,145.7,700,1013
22.9,13.7,12.6,14.8,22.6,46.22,0.06,0,0.5,144.9,701,1040
21.6,13.5,12.6,14.8,22.6,45.4,0.06,0,0.5,143.5,700,220
34.2,31,30.1,21.1,12.8,1.26,0,31.42,0,541.6,287,0
22.5,15.8,14.6,21.2,13,2.95,0,15.25,0,403.9,296,286
22.5,15.8,14.6,21,13.2,6.1,0.01,14.97,0,354.1,307,280
22.5,15.8,14.6,21.1,13.3,7.77,0.05,14.37,0,331.6,307,280
21.5,14.2,13.6,21,13.4,11.34,0.05,14.15,0,319.3,332,280
20.3,14.6,13.6,21,13.5,12.59,0.05,13.48,0,313.7,329,266
19.2,14.6,13.6,20.9,13.7,13.84,0.05,13.24,0,310.9,327,266
19,14.6,13.6,20.8,13.8,13.84,0.05,12.8,0,309.9,326,220
20.1,14.6,13.6,20.7,14.1,13.83,0.05,13.05,0,310.4,333,220
20.5,14.4,13.6,20.6,14.2,13.82,0.06,12.54,0,311.4,314,306
21.4,14.4,13.6,20.6,14.3,13.81,0.05,12.75,0,314.7,319,306
21.4,14.4,13.6,20.5,14.5,15.06,0.05,13.34,0,315.1,319,286
19,14.2,13.6,20.4,14.6,14.22,0.05,12.07,0,315.7,324,286
18.4,13.7,12.6,20.2,14.9,14.21,0.05,12.17,0,314.9,335,266
24.7,14.5,13.8,19.9,14.9,11.49,0.05,9.09,0.2,261.2,341,66
26.9,15.4,14.6,20.1,15,13.78,0.05,11.18,0.2,307.2,349,273
25.9,14.9,14.6,20.1,15.2,11.48,0.04,9.5,0.2,252.7,353,273
27.1,14.9,14.6,20.1,15.4,13.77,0.06,11.32,0.2,306.4,363,420
27.1,14.9,14.6,20.2,15.5,14.39,0.06,11.62,0.2,312.8,369,420
24.7,14.3,13.6,20.1,15.5,15.64,0.06,11.78,0.2,318.4,382,766
27.2,15.4,14.6,20.2,15.8,17.92,0.06,11.98,0.2,324.1,389,766
25.5,15.2,14.4,20.1,15.8,18.75,0.07,11.65,0.2,326.8,405,346
28.5,14.3,13.6,20.3,16,18.74,0.07,11.02,0.2,327.4,420,346
27.1,14.8,13.6,20.2,16.1,18.73,0.07,12.1,0.2,330.2,427,346
24.6,14.2,13.6,20.1,16.4,17.89,0.05,13.7,0.5,339.6,441,466
26.4,14.9,13.6,19.9,16.4,14.56,0.04,12.47,0.5,327.6,448,466
30.2,14.5,13.6,20.2,16.6,14.34,0.04,12.82,0.5,327.3,461,386
28.4,14.5,13.6,20.3,16.6,17.87,0.05,13.85,0.5,337.2,480,386
28.4,14.5,13.6,20.5,16.7,19.53,0.05,13.38,0.5,345.3,486,473
25.9,14.3,13.6,20.4,16.8,21.59,0.05,12.88,0.5,349.6,492,86
